 frequency       v(inoise_spectrum) v(onoise_spectrum)
 1.34497085e+03  2.38521749e-07  8.53094703e-06 
 1.37598551e+03  2.35310058e-07  8.41607660e-06 
 1.40771537e+03  2.32141898e-07  8.30276310e-06 
 1.44017690e+03  2.29016681e-07  8.19098543e-06 
 1.47338699e+03  2.25933824e-07  8.08072278e-06 
 1.50736290e+03  2.22892753e-07  7.97195465e-06 
 1.54212228e+03  2.19892904e-07  7.86466079e-06 
 1.57768320e+03  2.16933717e-07  7.75882123e-06 
 1.61406415e+03  2.14014642e-07  7.65441628e-06 
 1.65128404e+03  2.11135136e-07  7.55142652e-06 
 1.68936220e+03  2.08294663e-07  7.44983277e-06 
 1.72831844e+03  2.05492694e-07  7.34961614e-06 
 1.76817299e+03  2.02728709e-07  7.25075798e-06 
 1.80894658e+03  2.00002194e-07  7.15323990e-06 
 1.85066040e+03  1.97312640e-07  7.05704375e-06 
 1.89333613e+03  1.94659548e-07  6.96215165e-06 
 1.93699595e+03  1.92042424e-07  6.86854594e-06 
 1.98166255e+03  1.89460781e-07  6.77620920e-06 
 2.02735916e+03  1.86914140e-07  6.68512427e-06 
 2.07410951e+03  1.84402026e-07  6.59527419e-06 
 2.12193792e+03  1.81923973e-07  6.50664227e-06 
 2.17086923e+03  1.79479519e-07  6.41921200e-06 
 2.22092889e+03  1.77068210e-07  6.33296714e-06 
 2.27214291e+03  1.74689598e-07  6.24789165e-06 
 2.32453791e+03  1.72343240e-07  6.16396969e-06 
 2.37814113e+03  1.70028700e-07  6.08118568e-06 
 2.43298042e+03  1.67745547e-07  5.99952420e-06 
 2.48908429e+03  1.65493358e-07  5.91897009e-06 
 2.54648190e+03  1.63271713e-07  5.83950835e-06 
 2.60520309e+03  1.61080199e-07  5.76112423e-06 
 2.66527837e+03  1.58918410e-07  5.68380313e-06 
 2.72673897e+03  1.56785943e-07  5.60753069e-06 
 2.78961683e+03  1.54682401e-07  5.53229273e-06 
 2.85394464e+03  1.52607395e-07  5.45807526e-06 
 2.91975583e+03  1.50560537e-07  5.38486449e-06 
 2.98708461e+03  1.48541449e-07  5.31264680e-06 
 3.05596598e+03  1.46549753e-07  5.24140877e-06 
 3.12643573e+03  1.44585081e-07  5.17113716e-06 
 3.19853049e+03  1.42647068e-07  5.10181891e-06 
 3.27228774e+03  1.40735352e-07  5.03344114e-06 
 3.34774581e+03  1.38849579e-07  4.96599113e-06 
 3.42494392e+03  1.36989399e-07  4.89945636e-06 
 3.50392221e+03  1.35154466e-07  4.83382445e-06 
 3.58472171e+03  1.33344439e-07  4.76908321e-06 
 3.66738442e+03  1.31558982e-07  4.70522062e-06 
 3.75195331e+03  1.29797762e-07  4.64222480e-06 
 3.83847234e+03  1.28060454e-07  4.58008405e-06 
 3.92698648e+03  1.26346734e-07  4.51878682e-06 
 4.01754173e+03  1.24656283e-07  4.45832172e-06 
 4.11018515e+03  1.22988789e-07  4.39867752e-06 
 4.20496491e+03  1.21343941e-07  4.33984314e-06 
 4.30193027e+03  1.19721434e-07  4.28180765e-06 
 4.40113162e+03  1.18120966e-07  4.22456026e-06 
 4.50262052e+03  1.16542241e-07  4.16809035e-06 
 4.60644974e+03  1.14984964e-07  4.11238742e-06 
 4.71267322e+03  1.13448848e-07  4.05744112e-06 
 4.82134619e+03  1.11933606e-07  4.00324125e-06 
 4.93252513e+03  1.10438958e-07  3.94977773e-06 
 5.04626783e+03  1.08964626e-07  3.89704065e-06 
 5.16263340e+03  1.07510336e-07  3.84502020e-06 
