 frequency       v(inoise_spectrum) v(onoise_spectrum)
 5.65555523e+01  6.58812792e-07  1.55205286e-05 
 5.78597080e+01  6.51346085e-07  1.53446254e-05 
 5.91939372e+01  6.43964011e-07  1.51707161e-05 
 6.05589334e+01  6.36665612e-07  1.49987780e-05 
 6.19554061e+01  6.29449939e-07  1.48287888e-05 
 6.33840810e+01  6.22316056e-07  1.46607264e-05 
 6.48457008e+01  6.15263034e-07  1.44945690e-05 
 6.63410251e+01  6.08289958e-07  1.43302950e-05 
 6.78708313e+01  6.01395921e-07  1.41678830e-05 
 6.94359143e+01  5.94580028e-07  1.40073120e-05 
 7.10370877e+01  5.87841394e-07  1.38485610e-05 
 7.26751838e+01  5.81179141e-07  1.36916095e-05 
 7.43510539e+01  5.74592405e-07  1.35364370e-05 
 7.60655691e+01  5.68080331e-07  1.33830234e-05 
 7.78196206e+01  5.61642071e-07  1.32313487e-05 
 7.96141200e+01  5.55276789e-07  1.30813933e-05 
 8.14500001e+01  5.48983658e-07  1.29331377e-05 
 8.33282151e+01  5.42761860e-07  1.27865625e-05 
 8.52497412e+01  5.36610588e-07  1.26416488e-05 
 8.72155772e+01  5.30529041e-07  1.24983777e-05 
 8.92267449e+01  5.24516430e-07  1.23567307e-05 
 9.12842895e+01  5.18571972e-07  1.22166892e-05 
 9.33892805e+01  5.12694897e-07  1.20782351e-05 
 9.55428121e+01  5.06884440e-07  1.19413504e-05 
 9.77460036e+01  5.01139845e-07  1.18060174e-05 
 1.00000000e+02  4.95460368e-07  1.16722184e-05 
 1.02305973e+02  4.89845269e-07  1.15399360e-05 
 1.04665121e+02  4.84293819e-07  1.14091532e-05 
 1.07078670e+02  4.78805297e-07  1.12798528e-05 
 1.09547876e+02  4.73378990e-07  1.11520180e-05 
 1.12074020e+02  4.68014192e-07  1.10256324e-05 
 1.14658417e+02  4.62710206e-07  1.09006793e-05 
 1.17302409e+02  4.57466344e-07  1.07771427e-05 
 1.20007371e+02  4.52281924e-07  1.06550064e-05 
 1.22774708e+02  4.47156272e-07  1.05342546e-05 
 1.25605860e+02  4.42088722e-07  1.04148716e-05 
 1.28502297e+02  4.37078616e-07  1.02968419e-05 
 1.31465525e+02  4.32125302e-07  1.01801501e-05 
 1.34497085e+02  4.27228138e-07  1.00647811e-05 
 1.37598551e+02  4.22386487e-07  9.95071985e-06 
 1.40771537e+02  4.17599719e-07  9.83795160e-06 
 1.44017690e+02  4.12867213e-07  9.72646166e-06 
 1.47338699e+02  4.08188353e-07  9.61623556e-06 
 1.50736290e+02  4.03562533e-07  9.50725896e-06 
 1.54212228e+02  3.98989150e-07  9.39951770e-06 
 1.57768320e+02  3.94467611e-07  9.29299779e-06 
 1.61406415e+02  3.89997328e-07  9.18768539e-06 
 1.65128404e+02  3.85577720e-07  9.08356681e-06 
 1.68936220e+02  3.81208213e-07  8.98062852e-06 
 1.72831844e+02  3.76888239e-07  8.87885715e-06 
 1.76817299e+02  3.72617236e-07  8.77823948e-06 
 1.80894658e+02  3.68394651e-07  8.67876242e-06 
 1.85066040e+02  3.64219934e-07  8.58041305e-06 
 1.89333613e+02  3.60092542e-07  8.48317860e-06 
 1.93699595e+02  3.56011940e-07  8.38704643e-06 
 1.98166255e+02  3.51977597e-07  8.29200405e-06 
 2.02735916e+02  3.47988989e-07  8.19803911e-06 
 2.07410951e+02  3.44045597e-07  8.10513940e-06 
 2.12193792e+02  3.40146910e-07  8.01329285e-06 
 2.17086923e+02  3.36292421e-07  7.92248752e-06 
 2.22092889e+02  3.32481629e-07  7.83271161e-06 
 2.27214291e+02  3.28714038e-07  7.74395347e-06 
 2.32453791e+02  3.24989159e-07  7.65620155e-06 
 2.37814113e+02  3.21306509e-07  7.56944446e-06 
 2.43298042e+02  3.17665608e-07  7.48367092e-06 
 2.48908429e+02  3.14065984e-07  7.39886979e-06 
 2.54648190e+02  3.10507168e-07  7.31503005e-06 
 2.60520309e+02  3.06988700e-07  7.23214080e-06 
 2.66527837e+02  3.03510120e-07  7.15019127e-06 
 2.72673897e+02  3.00070977e-07  7.06917082e-06 
 2.78961683e+02  2.96670825e-07  6.98906892e-06 
 2.85394464e+02  2.93309222e-07  6.90987515e-06 
 2.91975583e+02  2.89985730e-07  6.83157924e-06 
 2.98708461e+02  2.86699918e-07  6.75417100e-06 
 3.05596598e+02  2.83451359e-07  6.67764038e-06 
 3.12643573e+02  2.80239631e-07  6.60197743e-06 
 3.19853049e+02  2.77064316e-07  6.52717233e-06 
 3.27228774e+02  2.73925003e-07  6.45321534e-06 
 3.34774581e+02  2.70821282e-07  6.38009687e-06 
 3.42494392e+02  2.67752751e-07  6.30780741e-06 
 3.50392221e+02  2.64719012e-07  6.23633757e-06 
 3.58472171e+02  2.61719669e-07  6.16567806e-06 
